,BP_date,address,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified
0,,2065 QUESADA AV,0.0,0.0,5335034,2015-05-19,BP FILED,,,201505196638,False,2015-05-19,2015-05-19,2015-05-19,2015-05-19,BP FILED,"('2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19', '2015-05-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.3984375,37.736995697,,
0,,1101 OFARRELL ST,,,0720038,2001-09-13,PL APPROVED,,,,True,2000-11-21,2001-09-13,2000-11-21,2001-09-13,PL APPROVED,"('2001-09-13', '2001-09-13', '2001-09-13', '2001-09-13', '2001-09-13')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",1,2014,Proposed,240.0,230.0,-122.4232233,37.7845627,RM-4,RM-4
0,2010-04-27,112 12TH AV,0.0,0.0,1371039,2017-03-07,CONSTRUCTION,04/01/2017,2017-03-07,201407292390,False,2007-02-05,2007-02-05,2007-02-05,2017-03-07,CONSTRUCTION,"('2007-02-05', '2007-02-05', '2010-04-27', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2010-05-04', '2011-09-12', '2012-01-03', '2012-01-03', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2014-07-29', '2017-03-07')",3708.0,"('BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",1,2017,Under Construction,2.0,1.0,-122.47074960399999,37.7859109754,RH-2,RH-2
0,,1515 03RD ST,0.0,0.0,8721029,2015-08-24,BP FILED,,,201508245062,True,2015-08-24,2015-08-24,2015-08-24,2015-08-24,BP FILED,"('2015-08-24',)",,"('BP FILED',)",3,2015,Proposed,0.0,0.0,-122.388856799,37.769320491100004,MB-RA,MB-RA
0,2016-05-27,55 LAGUNA ST (SENIOR CENTER),0.0,0.0,0857002,2016-05-27,BP ISSUED,,,201507060668,True,2004-08-04,2015-07-06,2004-08-04,2016-05-27,BP ISSUED,"('2015-07-06', '2016-05-27', '2016-05-27')",,"('BP FILED', 'BP ISSUED', 'BP ISSUED')",4,2016,Building Permit Approved,79.0,79.0,-122.426146641,37.7716971219,NC-3,NC-3
0,,1 EDGAR AV,0.0,0.0,6978069,2015-05-08,BP FILED,,,201505085755,False,2015-05-08,2015-05-08,2015-05-08,2015-05-08,BP FILED,"('2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4525222778,37.7203941345,,
0,,478 HAIGHT ST,0.0,0.0,0849019,2016-12-29,BP FILED,,,201612296240,False,2011-08-18,2013-06-07,2011-08-18,2016-12-29,BP FILED,"('2013-06-07', '2016-12-29', '2016-12-29')",,"('PL FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,9.0,8.0,-122.43003231899999,37.7723870746,NC-2,NC-2
0,,2092 03RD ST / 600 18TH ST,0.0,0.0,3995007,2015-11-10,PL FILED,,,201507171867,False,2014-01-29,2014-09-30,2014-01-29,2015-11-10,PL FILED,"('2014-09-30', '2014-09-30', '2014-09-30', '2014-09-30', '2015-11-10', '2015-11-10', '2015-11-10')",,"('PL FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,18.0,18.0,-122.3890914917,37.7631874084,UMU,UMU
0,2005-03-04,958 CAPP ST,,,6517013,2005-03-04,BP ISSUED,,,200312313239,True,2003-03-20,2005-03-04,2003-03-20,2005-03-04,BP ISSUED,"('2005-03-04', '2005-03-04', '2005-03-04', '2005-03-04', '2005-03-04')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2010,Building Permit Approved,2.0,2.0,-122.417423,37.751396,RTO-M,RTO-M
0,,977 NORTH POINT ST,0.0,0.0,0453011,2011-03-23,BP FILED,,,201103232716,True,2009-12-10,2009-12-10,2009-12-10,2011-03-23,BP FILED,"('2009-12-10', '2009-12-10', '2009-12-10', '2009-12-10', '2009-12-10', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23', '2011-03-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2015,Proposed,2.0,1.0,-122.423139114,37.8050657876,NC-1,NC-1
0,,4500 03RD ST,0.0,0.0,5296016,2017-02-01,BP FILED,,,201702018368,False,2017-02-01,2017-02-01,,2017-02-01,BP FILED,"('2017-02-01', '2017-02-01')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,0.0,0.0,-122.3901596069,37.737159729,,
0,,48 SATURN ST,,0.0,2627005,2017-05-03,BP FILED,,,201705035635,False,2017-05-03,2017-05-03,,2017-05-03,BP FILED,"('2017-05-03',)",,"('BP FILED',)",2,2017,Proposed,1.0,1.0,-122.44208526610001,37.7629051208,,
0,,700 BROTHERHOOD WY,,,7332005,2014-06-25,CONSTRUCTION,10/01/2014,2013-12-04,201209119424,False,2012-09-11,2012-09-11,2012-09-11,2014-06-25,CONSTRUCTION,"('2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2012-09-11', '2013-12-04', '2014-03-18', '2014-06-25', '2014-06-25')",750.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,11.0,11.0,-122.4802656,37.7146102,RM-1,RM-1
0,,610 - 620 BRANNAN ST,0.0,0.0,3778047,2014-06-14,PL APPROVED,,,,False,2014-03-19,2014-06-14,2014-03-19,2014-06-14,PL APPROVED,"('2014-06-14', '2014-06-14', '2014-06-14', '2014-06-14', '2014-06-14', '2014-06-14', '2014-06-14')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,0.0,0.0,-122.399559021,37.7766265869,SALI,SALI
0,,1860 PAGE ST,,,1226013,2009-06-15,CONSTRUCTION,01/01/2010,2009-06-15,200505233172,False,2005-05-23,2009-06-15,2005-05-23,2009-06-15,CONSTRUCTION,"('2009-06-15', '2009-06-15')",1684.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,5.0,4.0,-122.451408,37.770525,RM-2,RM-2
0,,667 HOWARD ST,0.0,0.0,3735039,2015-07-24,BP FILED,,,201507242396,True,2015-07-24,2015-07-24,2015-07-24,2015-07-24,BP FILED,"('2015-07-24',)",,"('BP FILED',)",4,2015,Proposed,0.0,0.0,-122.399541114,37.7852778764,C-3-O(SD),C-3-O(SD)
0,,1228 25TH ST,0.0,0.0,4227013A,2015-10-28,PL FILED,,,201510281067,False,2005-06-24,2015-06-24,2005-06-24,2015-10-28,PL FILED,"('2015-06-24', '2015-10-28', '2015-10-28', '2015-10-28', '2015-10-28', '2015-10-28', '2015-10-28', '2015-10-28')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,-122.3913955688,37.7529411316,,
0,,208 DOLORES ST,,,3557063,2010-09-22,BP FILED,,,201009221349,True,2008-01-03,2010-09-22,2008-01-03,2010-09-22,BP FILED,"('2010-09-22', '2010-09-22', '2010-09-22')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2011,Proposed,2.0,,-122.426751,37.766071000000004,RTO,RTO
0,,406 29TH ST,0.0,0.0,6620008B,2017-03-08,PL APPROVED,,,201605258323,False,2016-05-25,2016-05-25,2016-05-25,2017-03-08,PL APPROVED,"('2016-05-25', '2016-05-25', '2016-05-25', '2016-05-25', '2017-03-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,3.0,1.0,-122.42933654790001,37.743690490700004,,
0,,19-25 MASON ST & 2-16 TURK ST,0.0,0.0,0340002,2014-03-04,PL APPROVED,,,,True,2012-08-14,2012-08-14,2012-08-14,2014-03-04,PL APPROVED,"('2012-08-14', '2014-03-04', '2014-03-04', '2014-03-04', '2014-03-04')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2015,Proposed,110.0,110.0,-122.40949422700001,37.7837500979,C-3-G,C-3-G
0,,1915 QUESADA AV,0.0,0.0,5336048,2013-08-08,PL FILED,,,200701171858,False,2007-01-17,2013-08-08,2007-01-17,2013-08-08,PL FILED,"('2013-08-08', '2013-08-08', '2013-08-08', '2013-08-08', '2013-08-08')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,1.0,1.0,-122.3955917358,37.7353935242,,
0,,371 SOUTH VAN NESS AV,0.0,0.0,3549032,2016-04-29,BP FILED,,,201604296193,False,2016-04-29,2016-04-29,2016-04-29,2016-04-29,BP FILED,"('2016-04-29', '2016-04-29', '2016-04-29', '2016-04-29', '2016-04-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,3.0,3.0,-122.4173355103,37.7673377991,,
0,2016-06-17,855 STEVENSON ST,0.0,0.0,3508001,2016-09-19,CONSTRUCTION,01/01/2017,2016-09-19,201507212018,False,2015-05-06,2015-07-21,2015-05-06,2016-09-19,CONSTRUCTION,"('2015-07-21', '2015-07-21', '2015-07-21', '2015-07-21', '2016-06-17', '2016-09-19', '2016-09-19')",606.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,0.0,0.0,-122.41636781700001,37.776892264699995,C-3-G,C-3-G
0,,37 MAGNOLIA ST,,,0494009,2010-04-15,CONSTRUCTION,04/01/2010,2009-05-21,200704209296,False,2007-03-06,2009-05-21,2007-03-06,2010-04-15,CONSTRUCTION,"('2009-05-21', '2009-05-21', '2010-04-15')",1122.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,3.0,1.0,-122.431835,37.800754,NC-3,NC-3
0,,476 39TH AV,,0.0,1470022,2017-05-25,BP FILED,,,201705257672,False,2017-05-25,2017-05-25,,2017-05-25,BP FILED,"('2017-05-25',)",,"('BP FILED',)",2,2017,Proposed,2.0,1.0,-122.4994430542,37.7799491882,,
0,2009-12-18,1427 SHRADER ST,,,1288005,2012-04-18,CONSTRUCTION,07/01/2012,2011-08-24,200808068583,False,2008-08-06,2008-08-06,2008-08-06,2012-04-18,CONSTRUCTION,"('2008-08-06', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2011-08-24', '2012-01-31', '2012-03-01', '2012-04-18')",1425.0,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,2.0,1.0,-122.45086299999998,37.762055,RH-2,RH-2
0,2014-03-18,248 - 252 09TH ST,0.0,0.0,3518006,2015-02-09,CONSTRUCTION,07/01/2015,2014-06-23,201303122049,False,2002-03-15,2009-02-10,2002-03-15,2015-02-09,CONSTRUCTION,"('2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2009-02-10', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2014-03-18', '2014-06-23', '2014-08-25', '2015-02-09', '2015-02-09', '2015-02-09')",4856.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,15.0,15.0,-122.412583504,37.7741768194,RCD,RCD
0,,60 TEDDY AV,,,6204070,2006-09-27,PL APPROVED,,,,True,2006-06-01,2006-09-27,2006-06-01,2006-09-27,PL APPROVED,"('2006-09-27',)",,"('PL APPROVED',)",3,2009,Proposed,2.0,2.0,-122.40342,37.71359,RH-1,RH-1
0,,193 TIOGA AV,,,6201026,2004-12-13,BP FILED,,,200412131318,True,2004-12-13,2004-12-13,2004-12-13,2004-12-13,BP FILED,"('2004-12-13',)",,"('BP FILED',)",3,2009,Proposed,1.0,1.0,-122.40744,37.716945,RH-1,RH-1
0,,655 KANSAS ST,0.0,0.0,4030031,2017-03-01,BP FILED,,,201703010446,False,2017-03-01,2017-03-01,,2017-03-01,BP FILED,"('2017-03-01', '2017-03-01')",,"('BP FILED', 'BP FILED')",2,2017,Proposed,34.0,4.0,-122.402557373,37.761505127,,
0,,1025 HOWARD ST,0.0,0.0,3731095,2015-04-24,PL FILED,,,,False,2015-04-24,2015-04-24,2015-04-24,2015-04-24,PL FILED,"('2015-04-24', '2015-04-24', '2015-04-24', '2015-04-24', '2015-04-24', '2015-04-24', '2015-04-24', '2015-04-24')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,0.0,0.0,-122.40752410889999,37.7789497375,,
0,2017-03-14,538 MISSISSIPPI ST,0.0,0.0,4102007,2017-05-05,BP ISSUED,,,201604154845,False,2016-04-15,2016-04-15,2016-04-15,2017-05-05,BP ISSUED,"('2016-04-15', '2016-04-15', '2016-04-15', '2017-03-14', '2017-05-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,-122.3945846558,37.7595825195,,
0,2017-08-30,372 QUINTARA ST,0.0,0.0,2133A017,2017-08-30,BP ISSUED,,,201703070870,False,2017-03-07,2017-03-07,,2017-08-30,BP ISSUED,"('2017-03-07', '2017-08-30')",,"('BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,-122.4696731567,37.7491760254,,
0,,1201 - 1225 TENNESSEE STREET,34.0,34.0,4172022,2016-03-25,CONSTRUCTION,04/01/2016,2015-12-14,201312234917,False,2013-04-11,2015-12-14,2013-04-11,2016-03-25,CONSTRUCTION,"('2015-12-14', '2016-03-25')",1086.0,"('CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,259.0,259.0,-122.388603,37.7559279758,UMU,UMU
0,2011-03-22,2829 CALIFORNIA ST,,,1028028,2012-06-15,CONSTRUCTION,10/01/2012,2011-06-14,200710316994,False,2007-10-31,2007-10-31,2007-10-31,2012-06-15,CONSTRUCTION,"('2007-10-31', '2007-10-31', '2007-10-31', '2007-10-31', '2007-10-31', '2007-10-31', '2011-03-22', '2011-06-14', '2011-08-30', '2011-11-21', '2012-02-27', '2012-06-15', '2012-06-15')",1797.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,12.0,12.0,-122.44096,37.787871,NC-2,NC-2
0,2014-02-28,1560 WALLACE AV,0.0,0.0,4829007,2014-02-28,BP APPROVED,,,201112080359,False,2011-12-08,2011-12-08,2011-12-08 00:00:00,2014-02-28,BP APPROVED,"('2011-12-08', '2011-12-08', '2011-12-08', '2011-12-08', '2011-12-08', '2011-12-08', '2011-12-08', '2011-12-08', '2011-12-08', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28', '2014-02-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",2,2017,Building Permit Approved,0.0,0.0,-122.39030456540002,37.7273254395,PDR-1-B,PDR-1-B
0,2015-01-27,1401 HOWARD ST,0.0,0.0,3517035,2017-03-15,BP ISSUED,,,201501216288,False,2011-08-25,2015-01-27,2011-08-25,2017-03-15,BP ISSUED,"('2015-01-27', '2015-01-27', '2015-01-27', '2015-01-27', '2016-12-23', '2017-03-15', '2017-03-15')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,0.0,0.0,-122.41429901120001,37.773563385,,
0,,3657 SACRAMENTO ST,,,1018012,2007-11-20,PL FILED,,,,True,2007-11-20,2007-11-20,2007-11-20,2007-11-20,PL FILED,"('2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20', '2007-11-20')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2012,Proposed,18.0,18.0,-122.45282900000001,37.7873,SACRAMENTO,SACRAMENTO
0,2014-08-19,1758 12TH AV,0.0,0.0,2038A019,2015-12-08,CONSTRUCTION,04/01/2016,2015-08-19,201305298094,False,2013-05-29,2013-05-29,2013-05-29,2015-12-08,CONSTRUCTION,"('2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2013-05-29', '2014-08-19', '2014-08-19', '2014-08-19', '2014-08-19', '2015-08-19', '2015-12-08', '2015-12-08')",1038.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,-122.468599,37.7553555415,RH-1,RH-1
0,2017-07-05,OCEANWIDE (FIRST ST TOWER),0.0,0.0,3708055,2017-07-05,BP ISSUED,,,201510301303,False,2006-12-21,2014-06-04,2006-12-21,2017-07-05,BP ISSUED,"('2014-06-04', '2014-06-04', '2014-06-04', '2014-06-04', '2014-06-04', '2017-07-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,112.0,112.0,-122.3986587524,37.7901496887,,
0,,123 YUKON ST,0.0,0.0,2716037,2015-11-02,BP FILED,,,201511021410,True,2015-11-02,2015-11-02,2015-11-02,2015-11-02,BP FILED,"('2015-11-02', '2015-11-02', '2015-11-02', '2015-11-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,2.0,1.0,-122.442060575,37.7575961426,RH-1(S),RH-1(S)
0,2015-12-30,1315 SILLIMAN ST,0.0,0.0,5938049,2016-03-11,CONSTRUCTION,04/01/2016,2016-03-11,201504214240,False,2015-04-21,2015-04-21,2015-04-21,2016-03-11,CONSTRUCTION,"('2015-04-21', '2015-04-21', '2015-12-30', '2016-03-11')",346.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",1,2016,Under Construction,2.0,1.0,-122.41816499999999,37.7276210028,RH-1,RH-1
0,2014-06-10,166 WINFIELD ST,0.0,0.0,5617014,2015-09-23,CONSTRUCTION,07/01/2016,2014-08-14,201110146866,False,2011-10-14,2011-10-14,2011-10-14,2015-09-23,CONSTRUCTION,"('2011-10-14', '2013-04-10', '2013-04-10', '2013-04-10', '2013-04-10', '2013-04-10', '2014-06-10', '2014-08-14', '2015-03-04', '2015-03-04', '2015-03-04', '2015-09-23', '2015-09-23', '2015-09-23', '2015-09-23')",1722.0,"('BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,2.0,1.0,-122.41873098200001,37.742606924,RH-2,RH-2
0,2011-12-16,525 HOWARD ST,,,3736114,2013-09-26,CONSTRUCTION,10/01/2013,2013-06-27,200610316514,False,2008-01-02,2008-09-08,2008-01-02,2013-09-26,CONSTRUCTION,"('2008-09-08', '2008-09-08', '2008-09-08', '2008-09-08', '2008-09-08', '2008-09-08', '2008-09-08', '2008-09-08', '2008-09-08', '2011-12-16', '2011-12-16', '2012-05-11', '2012-05-11', '2012-05-11', '2012-05-11', '2013-06-27', '2013-09-26')",2099.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,0.0,0.0,-122.39658600000001,37.787929999999996,C-3-O(SD),C-3-O(SD)
0,2016-05-23,1044 JACKSON ST,0.0,0.0,0181013,2017-07-18,CONSTRUCTION,,2016-11-28,201411242420,False,2014-11-24,2014-11-24,2014-11-24,2017-07-18,CONSTRUCTION,"('2014-11-24', '2014-11-24', '2014-11-24', '2014-11-24', '2014-11-24', '2014-11-24', '2016-05-23', '2016-05-23', '2016-11-28', '2016-11-28', '2017-07-18')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,3.0,1.0,-122.41228485110001,37.7954597473,,
0,,1208 JUNIPERO SERRA BL,0.0,0.0,7326001,2015-10-26,BP FILED,,,201510260810,True,2014-09-08,2015-10-26,2014-09-08,2015-10-26,BP FILED,"('2015-10-26', '2015-10-26', '2015-10-26')",,"('BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,299.0,299.0,-122.47317010399999,37.716029454899996,PM-R,PM-R
0,,655 04TH ST,0.0,0.0,3787026,2016-05-17,PL FILED,,,200601132181,False,2006-01-13,2006-01-13,2006-01-13,2016-05-17,PL FILED,"('2006-01-13', '2006-01-13', '2006-01-13', '2006-01-13', '2016-05-17', '2016-05-17', '2016-05-17')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'PL FILED', 'PL FILED')",2,2017,Proposed,449.0,449.0,-122.39524841309999,37.7777175903,,
0,2010-03-25,50 GRENARD TR,,,0502009,2010-03-25,BP ISSUED,,,200810245033,False,2008-07-01,2008-10-24,2008-07-01,2010-03-25,BP ISSUED,"('2008-10-24', '2008-10-24', '2010-03-25', '2010-03-25')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",2,2010,Building Permit Approved,3.0,1.0,-122.422959,37.800872,RH-3,RH-3
0,2008-11-03,860 INNES AV,0.0,0.0,4645018,2013-06-24,BP ISSUED,,,200402267273,True,2004-02-26,2008-11-03,2004-02-26,2013-06-24,BP ISSUED,"('2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2008-11-03', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24', '2013-06-24')",,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2015,Building Permit Approved,4.0,4.0,-122.375245429,37.7320092927,NC-2,NC-2
0,2016-09-02,42 FARRAGUT AV,0.0,0.0,7100017,2016-09-02,BP ISSUED,,,201603041266,False,2016-03-04,2016-03-04,2016-03-04,2016-09-02,BP ISSUED,"('2016-03-04', '2016-03-04', '2016-09-02', '2016-09-02', '2016-09-02', '2016-09-02')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,2.0,1.0,-122.4498901367,37.7106781006,,
0,2016-10-24,2146 03RD ST,0.0,0.0,4044003,2017-08-08,BP ISSUED,,,201401065657,False,2016-10-24,2016-10-24,,2017-08-08,BP ISSUED,"('2016-10-24', '2017-08-08')",,"('BP APPROVED', 'BP ISSUED')",2,2017,Building Permit Approved,7.0,6.0,-122.3890304565,37.762424469,UMU,UMU
0,,1200 17TH STREET,0.0,0.0,3949001,2012-04-04,PL FILED,,,,True,2012-04-04,2012-04-04,2012-04-04,2012-04-04,PL FILED,"('2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04', '2012-04-04')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",3,2015,Proposed,395.0,395.0,-122.395473061,37.7661247079,UMU,UMU
