,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
1425,24507,2014-06-30,2830 22ND ST,4146019,2015-09-22,CONSTRUCTION,07/01/2016,2015-09-22,201210011010.0,2012-10-01,2012-10-01,2012-10-01,2015-09-22,CONSTRUCTION,"('2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2012-10-01', '2014-06-30', '2014-06-30', '2014-06-30', '2014-06-30', '2014-06-30', '2015-09-22', '2015-09-22', '2015-09-22', '2015-09-22')",1369.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.410977316,37.7561367271,RH-3,RH-3,3.750684931506849,POINT (-122.410977316 37.7561367271),18,Mission,Conventional Residential
2516,29068,2016-02-24,657 CAPP ST,3615047,2016-02-24,BP ISSUED,,,201501085203,2015-01-08,2015-01-08,2015-01-08,2016-02-24,BP ISSUED,"('2015-01-08', '2015-01-08', '2015-01-08', '2015-01-08', '2016-02-24', '2016-02-24', '2016-02-24', '2016-02-24', '2016-02-24')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2017,Building Permit Approved,5.0,5.0,-122.417452875,37.756250218299996,RTO-M,RTO-M,,POINT (-122.417452875 37.7562502183),18,Mission,Mixed Residential
2001,26390,,963 ALABAMA ST,4146025,2015-01-21,BP FILED,,,201501216187,2015-01-21,2015-01-21,2015-01-21,2015-01-21,BP FILED,"('2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21', '2015-01-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,1.0,1.0,-122.411054506,37.7565224011,RH-2,RH-2,,POINT (-122.411054506 37.7565224011),18,Mission,Conventional Residential
1790,24409,2014-09-10,2356 BRYANT ST,4145012,2016-03-28,CONSTRUCTION,07/01/2016,2015-10-01,201311273026.0,2013-11-27,2013-11-27,2013-11-27,2016-03-28,CONSTRUCTION,"('2013-11-27', '2013-11-27', '2013-11-27', '2014-09-10', '2014-10-31', '2014-10-31', '2014-10-31', '2015-10-01', '2015-12-17', '2016-03-28', '2016-03-28')",947.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,1.0,1.0,-122.409815595,37.7566452766,RM-1,RM-1,2.5945205479452054,POINT (-122.409815595 37.7566452766),18,Mission,Industrial
1797,29015,,606 CAPP ST,3615055,2016-06-29,BP FILED,,,201606291227,2016-06-29,2016-06-29,2016-06-29,2016-06-29,BP FILED,"('2016-06-29', '2016-06-29', '2016-06-29', '2016-06-29')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,20.0,20.0,-122.41809189,37.7567350756,RTO-M,RTO-M,,POINT (-122.41809189 37.7567350756),18,Mission,Mixed Residential
1711,12980,2013-05-28,915 FLORIDA ST,4145029,2013-08-21,CONSTRUCTION,10/01/2013,2013-08-21,201010183199,2010-10-18,2010-10-18,2010-10-18,2013-08-21,CONSTRUCTION,"('2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2010-10-18', '2013-05-28', '2013-08-21')",1079.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.410183,37.7568569,RH-2,RH-2,2.956164383561644,POINT (-122.410183 37.7568569),18,Mission,Conventional Residential
1507,29161,2016-03-03,811 TREAT AV,3613053,2017-03-31,CONSTRUCTION,,2017-03-31,201505287452,2013-12-19,2013-12-19,2013-12-19,2017-03-31,CONSTRUCTION,"('2013-12-19', '2013-12-19', '2013-12-19', '2013-12-19', '2013-12-19', '2015-06-12', '2015-06-12', '2015-06-12', '2015-06-12', '2015-06-12', '2016-03-03', '2016-03-03', '2016-03-03', '2017-03-31')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2017,Under Construction,2.0,2.0,-122.413083303,37.7568721169,RH-3,RH-3,,POINT (-122.413083303 37.7568721169),18,Mission,Conventional Residential
1459,20151,2009-03-12,948 HAMPSHIRE ST,4143008,2009-03-12,BP ISSUED,,,200503298688.0,2005-03-29,2009-03-12,2005-03-29,2009-03-12,BP ISSUED,"('2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12', '2009-03-12')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2015,Building Permit Approved,1.0,1.0,-122.407954839,37.7568882292,RH-2,RH-2,,POINT (-122.407954839 37.7568882292),18,Mission,Conventional Residential
1515,29240,,943 YORK ST,4143029,2015-08-07,BP FILED,,,201508073719,2015-08-07,2015-08-07,2015-08-07,2015-08-07,BP FILED,"('2015-08-07', '2015-08-07', '2015-08-07', '2015-08-07', '2015-08-07', '2015-08-07', '2015-08-07')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.408305935,37.7569359321,RH-2,RH-2,,POINT (-122.408305935 37.7569359321),18,Mission,Conventional Residential
2696,16679,,949 HAMPSHIRE ST,4142030,2014-09-02,CONSTRUCTION,10/01/2014,2014-09-02,201307051214.0,2013-07-05,2013-07-05,2013-07-05,2014-09-02,CONSTRUCTION,"('2013-07-05', '2013-07-05', '2013-07-05', '2013-07-05', '2014-09-02')",453.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.407783,37.756946,RH-2,RH-2,1.2410958904109588,POINT (-122.407783 37.756946),18,Mission,Conventional Residential
2698,13298,2008-09-26,711 SHOTWELL ST,3614053,2008-09-26,BP ISSUED,,,200803046213,2008-03-04,2008-09-26,2008-03-04,2008-09-26,BP ISSUED,"('2008-09-26',)",,"('BP ISSUED',)",3,2013,Building Permit Approved,1.0,1.0,-122.41575,37.757146,RH-3,RH-3,,POINT (-122.41575 37.757146),18,Mission,Conventional Residential
2708,3436,2010-05-19,910 YORK ST,4144003,2010-05-19,BP ISSUED,,,200906090073,2009-06-09,2009-06-09,2009-06-09,2010-05-19,BP ISSUED,"('2009-06-09', '2009-06-09', '2010-05-19', '2010-05-19')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",3,2010,Building Permit Approved,2.0,,-122.408882,37.757163,RH-2,RH-2,,POINT (-122.408882 37.757163),18,Mission,Conventional Residential
2915,28621,,2944 21ST ST,3612017,2017-03-01,CONSTRUCTION,,2016-06-22,201504103363,2015-04-10,2015-04-10,2015-04-10,2017-03-01,CONSTRUCTION,"('2015-04-10', '2015-04-10', '2015-04-10', '2015-04-10', '2016-06-22', '2016-06-22', '2016-10-05', '2017-03-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,2.0,2.0,-122.413299867,37.7575371058,RH-3,RH-3,,POINT (-122.413299867 37.7575371058),18,Mission,Conventional Residential
1229,27129,2015-02-26,2495 HARRISON ST,4084018,2016-10-04,CONSTRUCTION,01/01/2017,2016-02-23,201405226523,2014-05-22,2014-05-22,2014-05-22,2016-10-04,CONSTRUCTION,"('2014-05-22', '2014-05-22', '2015-02-26', '2015-02-26', '2015-02-26', '2015-02-26', '2015-11-23', '2016-02-23', '2016-06-24', '2016-06-24', '2016-10-04')",955.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.412054828,37.7575693108,RH-3,RH-3,2.6164383561643834,POINT (-122.412054828 37.7575693108),18,Mission,Conventional Residential
1150,29135,2016-01-13,787 TREAT AV,3612017A,2017-02-23,CONSTRUCTION,,2016-10-07,201403170852,2014-03-17,2014-03-17,2014-03-17,2017-02-23,CONSTRUCTION,"('2014-03-17', '2014-03-17', '2014-03-17', '2014-03-17', '2014-03-17', '2014-03-17', '2014-03-17', '2016-01-13', '2016-01-13', '2016-01-13', '2016-01-13', '2016-10-07', '2017-02-23')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.413312922,37.757673585300005,RH-3,RH-3,,POINT (-122.413312922 37.7576735853),18,Mission,Conventional Residential
801,5469,2008-11-03,769 TREAT AV,3612062,2010-07-14,CONSTRUCTION,04/01/2011,2010-04-22,200705161448,2007-05-16,2008-11-03,2007-05-16,2010-07-14,CONSTRUCTION,"('2008-11-03', '2008-11-03', '2010-04-22', '2010-04-22', '2010-07-14', '2010-07-14', '2010-07-14')",1416.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,1.0,1.0,-122.413328,37.757916,RH-3,RH-3,3.8794520547945206,POINT (-122.413328 37.757916),18,Mission,Conventional Residential
1377,29176,,833 YORK ST,4088022,2016-09-06,BP FILED,,,201609066883,2016-09-06,2016-09-06,2016-09-06,2016-09-06,BP FILED,"('2016-09-06', '2016-09-06', '2016-09-06')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.40841100000002,37.7580436932,RH-2,RH-2,,POINT (-122.408411 37.7580436932),18,Mission,Conventional Residential
3198,16678,2014-03-03,858 FLORIDA ST,4085010,2014-09-02,CONSTRUCTION,10/01/2014,2014-05-16,201307252819.0,2013-07-25,2013-07-25,2013-07-25,2014-09-02,CONSTRUCTION,"('2013-07-25', '2013-10-28', '2014-03-03', '2014-05-16', '2014-09-02')",433.0,"('BP FILED', 'PL FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.410558,37.758067,RH-2,RH-2,1.1863013698630136,POINT (-122.410558 37.758067),18,Mission,Conventional Residential
310,19406,2014-05-22,748 TREAT AV,3612055,2015-03-26,CONSTRUCTION,07/01/2015,2014-08-11,201301258793.0,2011-01-31,2011-01-31,2011-01-31,2015-03-26,CONSTRUCTION,"('2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2011-01-31', '2013-01-25', '2013-01-25', '2013-01-25', '2013-01-25', '2014-05-22', '2014-08-11', '2015-03-26', '2015-03-26', '2015-03-26')",1612.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2015,Under Construction,2.0,2.0,-122.413834836,37.7581089328,RH-3,RH-3,4.416438356164384,POINT (-122.413834836 37.7581089328),18,Mission,Conventional Residential
1238,29172,,829 YORK ST,4088024,2016-02-08,BP FILED,,,201602089074,2016-02-08,2016-02-08,2016-02-08,2016-02-08,BP FILED,"('2016-02-08', '2016-02-08', '2016-02-08', '2016-02-08', '2016-02-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.408423987,37.758180623,RH-2,RH-2,,POINT (-122.408423987 37.758180623),18,Mission,Conventional Residential
3302,23651,2011-08-19,857 ALABAMA ST,4085026,2012-11-02,CONSTRUCTION,04/01/2016,2012-01-25,201012307679.0,2010-12-30,2010-12-30,2010-12-30,2012-11-02,CONSTRUCTION,"('2010-12-30', '2010-12-30', '2010-12-30', '2011-08-19', '2012-01-25', '2012-01-25', '2012-06-01', '2012-08-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02', '2012-11-02')",1919.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,-122.411214,37.758192909099996,RH-2,RH-2,5.257534246575342,POINT (-122.411214 37.7581929091),18,Mission,Conventional Residential
1800,27298,,3441-3447 20TH ST,3610047,2015-01-09,BP FILED,,,201501095338,2008-11-05,2015-01-09,2008-11-05,2015-01-09,BP FILED,"('2015-01-09', '2015-01-09', '2015-01-09', '2015-01-09')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2016,Proposed,1.0,1.0,-122.41773600299999,37.7584869694,RTO-M,RTO-M,,POINT (-122.417736003 37.7584869694),18,Mission,Mixed Residential
1414,20677,2012-02-17,500 CAPP ST,3610032,2015-09-29,CONSTRUCTION,10/01/2015,2015-04-01,201007015845.0,2009-08-14,2009-08-14,2009-08-14,2015-09-29,CONSTRUCTION,"('2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2009-08-14', '2012-02-17', '2012-02-17', '2015-04-01', '2015-05-27', '2015-07-30', '2015-09-29')",2239.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2015,Under Construction,1.0,1.0,-122.418185864,37.7585623509,RTO-M,RTO-M,6.134246575342465,POINT (-122.418185864 37.7585623509),18,Mission,Mixed Residential
2414,13114,,817 YORK ST,4088030,2013-08-28,CONSTRUCTION,10/01/2013,2013-03-22,201208308682,2012-08-30,2012-08-30,2012-08-30,2013-08-28,CONSTRUCTION,"('2012-08-30', '2012-08-30', '2013-03-22', '2013-03-22', '2013-08-28')",397.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.40846299999998,37.758591,RH-2,RH-2,1.0876712328767124,POINT (-122.408463 37.758591),18,Mission,Conventional Residential
2744,29167,,824 FLORIDA ST,4085003,2015-03-11,BP FILED,,,201503110498,2015-03-11,2015-03-11,2015-03-11,2015-03-11,BP FILED,"('2015-03-11', '2015-03-11', '2015-03-11', '2015-03-11', '2015-03-11', '2015-03-11', '2015-03-11', '2015-03-11', '2015-03-11')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.41091001299999,37.758640865100006,RH-2,RH-2,,POINT (-122.410910013 37.75864086510001),18,Mission,Conventional Residential
1111,12749,2008-04-30,2219 BRYANT ST,4087037,2008-04-30,BP ISSUED,,,200604259790,2006-04-25,2008-04-30,2006-04-25,2008-04-30,BP ISSUED,"('2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30', '2008-04-30')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2013,Building Permit Approved,1.0,1.0,-122.409543,37.75871400000001,RM-1,RM-1,,POINT (-122.409543 37.75871400000001),18,Mission,Industrial
277,23281,2010-10-21,3360 20TH ST,3594016,2010-10-21,BP APPROVED,,,200512200747.0,2005-08-23,2005-12-20,2005-08-23,2010-10-21,BP APPROVED,"('2005-12-20', '2005-12-20', '2005-12-20', '2005-12-20', '2005-12-20', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21', '2010-10-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,6.0,6.0,-122.416153,37.7590266075,NC-2,NC-2,,POINT (-122.416153 37.7590266075),18,Mission,Standard Commercial
2454,23100,2010-08-30,2374 FOLSOM ST,3594009,2012-05-10,CONSTRUCTION,04/01/2016,2011-08-01,200701292823.0,2007-01-29,2007-01-29,2007-01-29,2012-05-10,CONSTRUCTION,"('2007-01-29', '2007-01-29', '2007-01-29', '2007-01-29', '2010-08-30', '2010-08-30', '2010-08-30', '2010-08-30', '2011-08-01', '2011-12-29', '2011-12-29', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10', '2012-05-10')",3350.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,-122.41508799999998,37.7593457298,RM-1,RM-1,9.178082191780822,POINT (-122.415088 37.7593457298),18,Mission,Industrial
1075,29178,2016-10-20,835 SOUTH VAN NESS AV,3594023,2016-10-20,BP APPROVED,,,201412113579,2014-12-11,2014-12-11,2014-12-11,2016-10-20,BP APPROVED,"('2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2014-12-11', '2016-10-20', '2016-10-20')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED')",1,2017,Building Permit Approved,3.0,3.0,-122.416615131,37.759804358400004,RH-3,RH-3,,POINT (-122.416615131 37.7598043584),18,Mission,Conventional Residential
226,23633,2015-12-01,720 YORK ST,4080015,2015-12-01,BP APPROVED,,,201307303167.0,2013-07-30,2013-07-30,2013-07-30,2015-12-01,BP APPROVED,"('2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2013-07-30', '2015-12-01', '2015-12-01')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED')",1,2016,Building Permit Approved,1.0,1.0,-122.409203,37.759825851900004,UMU,UMU,,POINT (-122.409203 37.7598258519),18,Mission,Other
3211,12747,,721 YORK ST,4079020,2006-12-26,CONSTRUCTION,10/01/2013,2006-12-26,200407209286,2004-07-20,2006-12-26,2004-07-20,2006-12-26,CONSTRUCTION,"('2006-12-26', '2006-12-26', '2006-12-26', '2006-12-26', '2006-12-26')",3360.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,1.0,1.0,-122.40878700000002,37.760225,RH-2,RH-2,9.205479452054794,POINT (-122.408787 37.760225),18,Mission,Conventional Residential
1524,28690,2016-07-05,3324 19TH ST,3590014,2016-07-05,BP ISSUED,,,201402198846,2014-02-19,2014-02-19,2014-02-19,2016-07-05,BP ISSUED,"('2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2014-02-19', '2016-07-05', '2016-07-05', '2016-07-05', '2016-07-05')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",1,2017,Building Permit Approved,6.0,6.0,-122.41766402100001,37.7605405642,RTO-M,RTO-M,,POINT (-122.417664021 37.7605405642),18,Mission,Mixed Residential
784,25824,,3252 19TH ST,3591025,2014-12-22,BP FILED,,,201412224267,2014-12-22,2014-12-22,2014-12-22,2014-12-22,BP FILED,"('2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22', '2014-12-22')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",3,2016,Proposed,1.0,1.0,-122.416109335,37.760638734400004,UMU,UMU,,POINT (-122.416109335 37.76063873440001),18,Mission,Other
1286,29141,2009-08-04,793 SOUTH VAN NESS AV,3591024,2016-01-14,PL FILED,,,200602104391,2005-08-18,2009-08-04,2005-08-18,2016-01-14,PL FILED,"('2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2009-08-04', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2012-08-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14', '2016-01-14')",,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",1,2017,Proposed,73.0,73.0,-122.416701195,37.7606728408,NC-3,NC-3,,POINT (-122.416701195 37.7606728408),18,Mission,Standard Commercial
2513,29077,2013-12-13,685 FLORIDA ST,4022022,2017-03-15,CONSTRUCTION,,2014-09-12,201209200274,2012-09-20,2012-09-20,2012-09-20,2017-03-15,CONSTRUCTION,"('2012-09-20', '2012-09-20', '2012-09-20', '2012-09-20', '2012-09-20', '2013-12-13', '2013-12-13', '2013-12-13', '2014-09-12', '2014-10-27', '2014-10-27', '2015-06-17', '2015-10-23', '2015-12-10', '2016-03-01', '2016-06-24', '2016-07-26', '2016-12-15', '2017-03-15')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2017,Under Construction,4.0,4.0,-122.410677765,37.760707505700005,UMU,UMU,,POINT (-122.410677765 37.7607075057),18,Mission,Other
1749,213,,368 CAPP ST,3590047,2005-01-06,BP FILED,,,200501062663,2005-01-06,2005-01-06,2005-01-06,2005-01-06,BP FILED,"('2005-01-06',)",,"('BP FILED',)",3,2009,Proposed,2.0,2.0,-122.418334,37.760836,RTO-M,RTO-M,,POINT (-122.418334 37.760836),18,Mission,Mixed Residential
